kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max,abs_vol_max,vix_max,require_slope,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,er_min,er_cash,rsi_n,rsi_max,macd_pos,sizing,target_vol,max_leverage,min_weight,tecl_w,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_TECL,pct_XLK,core,vol_max_v,v_xlk,v_tecl,use_credit
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.5,1.0,0.17290132899138366,-0.24725533437203984,0.9504628380236224,0.6992825025615937,0.25961763375820346,-0.22736140182750608,1.0121265800257966,1.1418720665487867,0.206503148372839,-0.24725533437203984,0.9783397877494692,0.8351817723055395,9.17710925130061,0.19946839146660084,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.55,0.7,0.1837442572539325,-0.2141220724323063,0.9752902887181433,0.8581285206457284,0.26835596872627643,-0.18007966807811704,1.0490552844661019,1.4902069266912792,0.21680186883548935,-0.2141220724323063,1.010077006868384,1.012515273987133,9.17710925130061,0.2021566777903267,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.55,1.0,0.1878963135240146,-0.2558280148402595,0.9584918461757487,0.7344633997232013,0.2788085910950642,-0.22919920706640196,1.0239064159417748,1.216446577907618,0.22322026093137892,-0.2558280148402595,0.9884578398978635,0.8725403317176148,9.17710925130061,0.21451927123151454,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.6,0.7,0.19856000026960574,-0.2231786147032161,0.9770539397020425,0.8896909792797653,0.28722038451937326,-0.19809079599933477,1.0515808394387742,1.4499431085144299,0.23329171908100022,-0.2231786147032161,1.0123604670810187,1.0453139490592886,9.17710925130061,0.2183892083374436,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.6,1.0,0.20276448668058444,-0.264403933318192,0.9643455988769757,0.7668739422139053,0.2978286357186135,-0.23103701230529916,1.0326399679563392,1.2890949062527433,0.23979744990662555,-0.264403933318192,0.9959190059578338,0.9069360160313718,9.17710925130061,0.22987675355345655,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.65,0.7,0.21323959575879825,-0.2322363206742969,0.9781091525506683,0.9182008875255095,0.3058987811673084,-0.21579451674711003,1.052967257399897,1.4175465891276178,0.24963020272142167,-0.2322363206742969,1.0137122354470984,1.0748973373183908,9.17710925130061,0.2347643410325305,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.65,1.0,0.21749604181420001,-0.2729809537396114,0.9686319503795241,0.7967443839384603,0.3166611270064841,-0.23287481754419825,1.039094057663703,1.359791197459054,0.2562224784195122,-0.2729809537396114,1.0014285929210993,0.9386093605047455,9.17710925130061,0.2454833018313113,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.7,0.7,0.2277732267858088,-0.24801454137015666,0.9786819457039136,0.9183865813975072,0.32437456005191123,-0.23319414305145947,1.0535702077585525,1.3910064627151926,0.265805081488832,-0.24801454137015666,1.0144246665396213,1.071731842900789,9.17710925130061,0.251254195749585,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.7,1.0,0.23208112724575636,-0.28155696094340354,0.971774981246677,0.8242777108693383,0.3352893291867751,-0.23471262278309624,1.0438342478818123,1.4285100017676693,0.2724830433123311,-0.28155696094340354,1.0054922087449454,0.9677723555451487,9.17710925130061,0.26129429134766474,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
v2vol,100,0.0,60,0.96,60,0.0,20,0.7,,,True,sym,5,0.95,,10,,,,,14,75,False,fixed,,1.0,0.0,0.75,0.7,0.24182446669064483,-0.2664226248409236,0.9778782246138034,0.9076724127128245,0.3423343763395639,-0.25037152087746706,1.052883495303651,1.367305575090163,0.2814871678974482,-0.2664226248409236,1.0137763290610295,1.05654378289201,9.17710925130061,0.26783574159210777,0.2522053833974214,0.5102917891879665,0.23750282741461207,A-andchain,,,,
