kind,trend_n,prox_thr,mom_n,vol_max,rsi_max,confirm_up,cb_vol_pct,tecl_w,trend_buffer,prox_n,mom_thr,vol_n,abs_vol_max,vix_max,require_slope,er_min,er_cash,rsi_n,macd_pos,confirm_style,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,sizing,target_vol,max_leverage,min_weight,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_TECL,pct_XLK,n_neigh,nb_CAGR_mean,nb_CAGR_min,nb_maxDD_mean,nb_maxDD_worst,nb_Sharpe_mean,nb_frac_hit
v2vol,90,0.94,45,0.65,75.0,4,0.9,0.8,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.20800387489948724,-0.43276349915711954,0.8412262304597735,0.48064098590710663,0.33340831898200607,-0.3534666617043589,0.9426000385422613,0.9432525188496285,0.2547777073266704,-0.43276349915711954,0.8818396726909318,0.5887227269002429,10.317122822890749,0.2916680975536886,0.27256276860438816,0.48563673377064015,0.24180049762497172,11,0.2634388522469954,0.24336242375782224,-0.4070593748064395,-0.4543443703213458,0.9038008218333747,0.0
v2vol,90,0.94,45,0.65,75.0,4,0.9,0.85,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.21657485932978093,-0.4543443703213458,0.8362541510638128,0.4766755647849301,0.34922634893018567,-0.3641349504600313,0.9445033050465794,0.9590574826420513,0.2659140542330529,-0.4543443703213458,0.8797289839054594,0.5852698340797728,10.317122822890749,0.30804726123861687,0.27256276860438816,0.48563673377064015,0.24180049762497172,10,0.2751209677692211,0.25467835387836857,-0.42230939744208296,-0.4543443703213458,0.9044618101219545,0.0
v2vol,90,0.94,45,0.65,75.0,4,0.93,0.7,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.18622371924432146,-0.38130690791329,0.8339940596599689,0.48838275777230117,0.28522536735890136,-0.35486940461973493,0.8929686124095677,0.8037474170661132,0.22361045021324788,-0.38130690791329,0.8566207584819956,0.586431678977338,10.317122822890749,0.2608534588252899,0.25650305360778103,0.48608912010857275,0.2574078262836462,9,0.23306333182089942,0.2162843072137164,-0.36632092251183274,-0.4044509800405609,0.8806123366847625,0.0
v2vol,90,0.94,45,0.65,75.0,4,0.93,0.75,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.1954346910406819,-0.4044509800405609,0.8304945244793486,0.4832098342822225,0.3015147393700859,-0.3654168325552283,0.8990950207128129,0.8251254800215467,0.23535437514240054,-0.4044509800405609,0.8571563020003924,0.5819107549666407,10.317122822890749,0.276914653653355,0.25650305360778103,0.48608912010857275,0.2574078262836462,10,0.24330406998365062,0.22361045021324788,-0.3846723522532158,-0.426918347083178,0.8789099064891177,0.0
v2vol,90,0.94,45,0.65,75.0,4,0.93,0.8,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.20442278730081442,-0.426918347083178,0.8270282607963163,0.4788334553843525,0.317482812264992,-0.37583964049735663,0.9041080265053839,0.844729448561786,0.24683345998561435,-0.426918347083178,0.8572346722276065,0.5781748703752077,10.317122822890749,0.29311192073062353,0.25650305360778103,0.48608912010857275,0.2574078262836462,10,0.2554325292456192,0.23535437514240054,-0.40468065565519007,-0.4487216007521527,0.879230456778102,0.0
v2vol,90,0.94,45,0.65,75.0,4,0.93,0.85,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.21318147027910017,-0.4487216007521527,0.8236473768757167,0.47508626712367474,0.3331119202313573,-0.38613875819262045,0.9082399801910825,0.8626741376352296,0.25803766516811333,-0.4487216007521527,0.856986787088165,0.5750506878554261,10.317122822890749,0.3094238920646408,0.25650305360778103,0.48608912010857275,0.2574078262836462,9,0.2671081745736468,0.24676028756809232,-0.4195002549735076,-0.4543443703213458,0.8817157871721633,0.0
v2vol,90,0.94,45,0.65,75.0,5,0.85,0.7,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.2447045981146745,-0.31769200751169424,1.0364323155008575,0.7702573320346024,0.33101351603662676,-0.266204869180649,1.0297217871963358,1.2434540249224293,0.2790954291548515,-0.31769200751169424,1.035179951274392,0.8785094448577779,10.317122822890749,0.25798529198516457,0.29495589233205155,0.49038679031893234,0.21465731734901605,10,0.2793731094969435,0.2503783146250116,-0.3183609145148137,-0.3572888811403423,1.027917247075783,0.0
v2vol,90,0.94,45,0.65,75.0,5,0.85,0.75,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.2582770515461652,-0.33910352827082335,1.0320445726776493,0.7616466064602357,0.34883397372823355,-0.2800862251919757,1.029695797629518,1.2454520870818873,0.2944266939150231,-0.33910352827082335,1.0328263093111556,0.8682501636487859,10.317122822890749,0.27435782599360675,0.29495589233205155,0.49038679031893234,0.21465731734901605,11,0.2930428719150166,0.2622550396060739,-0.33744741174744236,-0.3813314196495672,1.0260611840192573,0.09090909090909091
v2vol,90,0.94,45,0.65,75.0,5,0.85,0.8,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.27167456751580343,-0.35996150838892893,1.0277989674991794,0.754732273269247,0.3663631584185998,-0.29375706595483286,1.0292341456131182,1.2471637311183201,0.3095431070389141,-0.35996150838892893,1.0303399714693178,0.8599339091124735,10.317122822890749,0.2908425724334082,0.29495589233205155,0.49038679031893234,0.21465731734901605,11,0.30792787838257246,0.2738591722673509,-0.3583165197082541,-0.40467098298797166,1.0232651027074748,0.0
v2vol,90,0.94,45,0.65,75.0,5,0.85,0.85,0.0,60,0.0,20,,,True,,,14,False,sym,,10,,,fixed,,1.0,0.0,1.0,0.2848880577441384,-0.3802759214443212,1.0237313981394245,0.7491614422025686,0.3835829773522801,-0.30721995840963223,1.0284725643506767,1.2485613868902004,0.32443243408451417,-0.3802759214443212,1.0278053800516902,0.8531500833718091,10.317122822890749,0.30742148045948714,0.29495589233205155,0.49038679031893234,0.21465731734901605,10,0.3209280895679377,0.28518054511834556,-0.37651252585437167,-0.42732065168413347,1.0199749863481204,0.0
