date,state_held,state_signal,w_TECL,w_XLK,w_BIL,ret_gross,cost,ret_net,equity,drawdown,XLK_ret,TECL_ret,BIL_ret
2012-08-02,BIL,XLK,0.0,0.0,1.0,0.0,0.0,0.0,2.8706,-0.1931,-0.006513,-0.01696,0.0
2012-08-03,XLK,XLK,0.0,1.0,0.0,0.019675,0.001,0.018675,2.9242,-0.178,0.019675,0.054796,0.0
2012-08-06,XLK,XLK,0.0,1.0,0.0,0.00711,0.0,0.00711,2.945,-0.1722,0.00711,0.019831,0.000219
2012-08-07,XLK,XLK,0.0,1.0,0.0,0.006722,0.0,0.006722,2.9648,-0.1666,0.006722,0.020027,-0.000219
2012-08-08,XLK,XLK,0.0,1.0,0.0,0.000328,0.0,0.000328,2.9657,-0.1663,0.000328,0.00334,-0.000218
2012-08-09,XLK,XLK,0.0,1.0,0.0,0.003341,0.0,0.003341,2.9756,-0.1636,0.003341,0.010474,0.0
2012-08-10,XLK,XLK,0.0,1.0,0.0,0.002326,0.0,0.002326,2.9826,-0.1616,0.002326,0.005464,0.0
2012-08-13,XLK,XLK,0.0,1.0,0.0,0.002989,0.0,0.002989,2.9915,-0.1591,0.002989,0.008551,0.0
2012-08-14,XLK,XLK,0.0,1.0,0.0,-0.001981,0.0,-0.001981,2.9856,-0.1608,-0.001981,-0.006815,0.0
2012-08-15,XLK,XLK,0.0,1.0,0.0,0.000326,0.0,0.000326,2.9865,-0.1605,0.000326,0.002872,0.0
2012-08-16,XLK,XLK,0.0,1.0,0.0,0.01359,0.0,0.01359,3.0271,-0.1491,0.01359,0.040095,0.0
2012-08-17,XLK,XLK,0.0,1.0,0.0,0.00556,0.0,0.00556,3.0439,-0.1444,0.00556,0.016368,0.0
2012-08-20,XLK,XLK,0.0,1.0,0.0,0.000974,0.0,0.000974,3.0469,-0.1435,0.000974,0.003387,0.0
2012-08-21,XLK,TECL,0.0,1.0,0.0,-0.006497,0.0,-0.006497,3.0271,-0.1491,-0.006497,-0.01995,0.0
2012-08-22,TECL,TECL,0.75,0.0,0.25,0.004477,0.001,0.003477,3.0376,-0.1461,0.001637,0.005969,0.0
2012-08-23,TECL,TECL,0.75,0.0,0.25,-0.018543,0.0,-0.018543,2.9813,-0.162,-0.008163,-0.024724,0.0
2012-08-24,TECL,TECL,0.75,0.0,0.25,0.012637,0.0,0.012637,3.019,-0.1514,0.006251,0.016849,0.0
2012-08-27,TECL,TECL,0.75,0.0,0.25,0.001841,0.0,0.001841,3.0245,-0.1498,0.000987,0.002455,0.0
2012-08-28,TECL,TECL,0.75,0.0,0.25,-0.003788,0.0,-0.003788,3.0131,-0.153,-0.002293,-0.005051,0.0
2012-08-29,TECL,TECL,0.75,0.0,0.25,0.005595,0.0,0.005595,3.0299,-0.1483,0.001969,0.00746,0.0
2012-08-30,TECL,TECL,0.75,0.0,0.25,-0.02588,0.0,-0.02588,2.9515,-0.1703,-0.011117,-0.034506,0.0
2012-08-31,TECL,TECL,0.75,0.0,0.25,0.015359,0.0,0.015359,2.9969,-0.1576,0.007933,0.020479,0.0
2012-09-04,TECL,TECL,0.75,0.0,0.25,0.001453,0.0,0.001453,3.0012,-0.1564,0.0,0.001937,0.0
2012-09-05,TECL,TECL,0.75,0.0,0.25,-0.001627,0.0,-0.001627,2.9963,-0.1577,-0.000982,-0.002243,0.000218
2012-09-06,TECL,TECL,0.75,0.0,0.25,0.04912,0.0,0.04912,3.1435,-0.1164,0.022329,0.065494,0.0
2012-09-07,TECL,TECL,0.75,0.0,0.25,-0.003055,0.0,-0.003055,3.1339,-0.1191,-0.001607,-0.004001,-0.000218
2012-09-10,TECL,TECL,0.75,0.0,0.25,-0.023006,0.0,-0.023006,3.0618,-0.1393,-0.010615,-0.030675,0.0
2012-09-11,TECL,TECL,0.75,0.0,0.25,0.005651,0.0,0.005651,3.0791,-0.1345,0.0026,0.007535,0.0
2012-09-12,TECL,TECL,0.75,0.0,0.25,0.009815,0.0,0.009815,3.1093,-0.126,0.005514,0.013087,0.0
2012-09-13,TECL,TECL,0.75,0.0,0.25,0.031446,0.0,0.031446,3.2071,-0.0985,0.013538,0.041928,0.0
2012-09-14,TECL,TECL,0.75,0.0,0.25,0.010999,0.0,0.010999,3.2424,-0.0886,0.004778,0.014665,0.0
2012-09-17,TECL,TECL,0.75,0.0,0.25,0.001623,0.0,0.001623,3.2477,-0.0871,0.000948,0.002165,0.0
2012-09-18,TECL,TECL,0.75,0.0,0.25,0.000836,0.0,0.000836,3.2504,-0.0863,0.000636,0.001115,0.0
2012-09-19,TECL,TECL,0.75,0.0,0.25,0.002714,0.0,0.002714,3.2592,-0.0839,0.000946,0.003619,0.0
2012-09-20,TECL,TECL,0.75,0.0,0.25,-0.003693,0.0,-0.003693,3.2472,-0.0872,-0.001899,-0.004923,0.0
2012-09-21,TECL,TECL,0.75,0.0,0.25,0.002404,0.0,0.002404,3.255,-0.085,0.001273,0.003206,0.0
2012-09-24,TECL,TECL,0.75,0.0,0.25,-0.01516,0.0,-0.01516,3.2056,-0.0989,-0.006351,-0.020214,0.0
2012-09-25,TECL,TECL,0.75,0.0,0.25,-0.030415,0.0,-0.030415,3.1081,-0.1263,-0.014047,-0.040553,0.0
2012-09-26,TECL,TECL,0.75,0.0,0.25,-0.01646,0.0,-0.01646,3.057,-0.1407,-0.007131,-0.021946,0.0
2012-09-27,TECL,TECL,0.75,0.0,0.25,0.030653,0.0,0.030653,3.1507,-0.1144,0.012886,0.040798,0.000218
2012-09-28,TECL,TECL,0.75,0.0,0.25,-0.017966,0.0,-0.017966,3.0941,-0.1303,-0.007083,-0.023882,-0.000218
2012-10-01,TECL,TECL,0.75,0.0,0.25,-0.004295,0.0,-0.004295,3.0808,-0.134,-0.002112,-0.005726,0.0
2012-10-02,TECL,TECL,0.75,0.0,0.25,0.003476,0.0,0.003476,3.0915,-0.131,0.001303,0.004562,0.000218
2012-10-03,TECL,TECL,0.75,0.0,0.25,0.01251,0.0,0.01251,3.1302,-0.1201,0.005196,0.016752,-0.000218
2012-10-04,TECL,TECL,0.75,0.0,0.25,0.005327,0.0,0.005327,3.1468,-0.1154,0.002904,0.007103,0.0
2012-10-05,TECL,TECL,0.75,0.0,0.25,-0.012597,0.0,-0.012597,3.1072,-0.1266,-0.005154,-0.016796,0.0
2012-10-08,TECL,TECL,0.75,0.0,0.25,-0.021909,0.0,-0.021909,3.0391,-0.1457,-0.010354,-0.029212,0.0
2012-10-09,TECL,TECL,0.75,0.0,0.25,-0.029881,0.0,-0.029881,2.9483,-0.1712,-0.012756,-0.039842,0.0
2012-10-10,TECL,TECL,0.75,0.0,0.25,-0.008336,0.0,-0.008336,2.9237,-0.1782,-0.003983,-0.011187,0.000218
2012-10-11,TECL,TECL,0.75,0.0,0.25,-0.007763,0.0,-0.007763,2.901,-0.1845,-0.003991,-0.010351,0.0
2012-10-12,TECL,TECL,0.75,0.0,0.25,-0.002791,0.0,-0.002791,2.8929,-0.1868,-0.000669,-0.003648,-0.000218
2012-10-15,TECL,XLK,0.75,0.0,0.25,0.01043,0.0,0.01043,2.9231,-0.1783,0.005014,0.013834,0.000218
2012-10-16,XLK,XLK,0.0,1.0,0.0,0.013635,0.001,0.012635,2.96,-0.1679,0.013635,0.040453,-0.000218
2012-10-17,XLK,XLK,0.0,1.0,0.0,-0.005243,0.0,-0.005243,2.9445,-0.1723,-0.005243,-0.015043,0.000218
2012-10-18,XLK,XLK,0.0,1.0,0.0,-0.011713,0.0,-0.011713,2.91,-0.182,-0.011713,-0.035244,-0.000218
2012-10-19,XLK,XLK,0.0,1.0,0.0,-0.022525,0.0,-0.022525,2.8445,-0.2004,-0.022525,-0.068761,0.0
2012-10-22,XLK,XLK,0.0,1.0,0.0,0.006832,0.0,0.006832,2.8639,-0.195,0.006832,0.023363,0.0
2012-10-23,XLK,XLK,0.0,1.0,0.0,-0.010854,0.0,-0.010854,2.8328,-0.2037,-0.010854,-0.035608,0.000218
2012-10-24,XLK,XLK,0.0,1.0,0.0,-0.00583,0.0,-0.00583,2.8163,-0.2083,-0.00583,-0.014486,0.0
2012-10-25,XLK,BIL,0.0,1.0,0.0,-0.002064,0.0,-0.002064,2.8105,-0.21,-0.002064,-0.010576,-0.000218
2012-10-26,BIL,BIL,0.0,0.0,1.0,0.0,0.001,-0.001,2.8077,-0.2108,0.001722,0.006613,0.0
2012-10-31,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8083,-0.2106,-0.004122,-0.010439,0.000218
2012-11-01,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,0.016266,0.047745,0.0
2012-11-02,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.012958,-0.03767,0.0
2012-11-05,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8077,-0.2108,0.005526,0.013529,-0.000218
2012-11-06,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.004464,0.015752,0.0
2012-11-07,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8083,-0.2106,-0.024951,-0.078588,0.000218
2012-11-08,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.014375,-0.044119,0.0
2012-11-09,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,0.004624,0.017905,0.0
2012-11-12,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.001596,-0.00557,0.0
2012-11-13,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.004788,-0.017394,0.0
2012-11-14,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.010157,-0.027303,0.0
2012-11-15,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,-0.005582,-0.017993,0.0
2012-11-16,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,0.001451,0.005968,0.0
2012-11-19,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8083,-0.2106,0.027291,0.07754,0.0
2012-11-20,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8077,-0.2108,-0.004046,-0.011784,-0.000218
2012-11-21,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.003177,0.013488,0.0
2012-11-23,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.016206,0.047063,0.0
2012-11-26,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.004332,0.012158,0.0
2012-11-27,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.004354,-0.013468,0.0
2012-11-28,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.005936,0.016604,0.0
2012-11-29,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.004824,0.015425,0.0
2012-11-30,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.001031,-0.003842,0.0
2012-12-03,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.001376,-0.003498,0.0
2012-12-04,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.001886,-0.006931,0.0
2012-12-05,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.009816,-0.029641,0.0
2012-12-06,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.005741,0.01915,0.0
2012-12-07,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.005015,-0.015215,0.0
2012-12-10,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.002429,0.00847,0.0
2012-12-11,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.013521,0.04024,0.0
2012-12-12,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.001705,-0.006654,0.0
2012-12-13,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.007201,-0.020543,0.0
2012-12-14,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.009665,-0.029363,0.0
2012-12-17,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.012204,0.036452,0.0
2012-12-18,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8083,-0.2106,0.014808,0.042875,0.000218
2012-12-19,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8077,-0.2108,-0.005091,-0.013733,-0.000218
2012-12-20,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.0017,0.005111,0.0
2012-12-21,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.008624,-0.02534,0.0
2012-12-24,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.002769,-0.011245,0.0
2012-12-26,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.005536,-0.015285,0.0
2012-12-27,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.001049,-0.003973,0.0
2012-12-28,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8083,-0.2106,-0.011154,-0.032468,0.000218
2012-12-31,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8077,-0.2108,0.017275,0.061266,-0.000218
2013-01-02,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,0.033274,0.08962,0.0
2013-01-03,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8077,-0.2108,-0.006372,-0.018406,0.0
2013-01-04,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8083,-0.2106,-0.004051,-0.01267,0.000218
2013-01-07,BIL,BIL,0.0,0.0,1.0,-0.000436,0.0,-0.000436,2.8071,-0.2109,-0.001318,-0.002567,-0.000436
2013-01-08,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,-0.003767,-0.013209,0.0
2013-01-09,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.001697,0.003738,0.0
2013-01-10,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.005106,0.015933,0.0
2013-01-11,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.001356,0.005796,0.0
2013-01-14,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,-0.006427,-0.02178,0.0
2013-01-15,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,-0.006461,-0.019492,0.0
2013-01-16,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.003426,0.013872,0.0
2013-01-17,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8077,-0.2108,0.004094,0.010719,0.000218
2013-01-18,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8071,-0.2109,-0.001362,-0.004915,-0.000218
2013-01-22,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.002727,0.007105,0.0
2013-01-23,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.010517,0.032608,0.0
2013-01-24,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8077,-0.2108,-0.017129,-0.051825,0.000218
2013-01-25,BIL,BIL,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8071,-0.2109,0.001029,0.00536,-0.000218
2013-01-28,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.003407,0.005944,0.0
2013-01-29,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,0.001363,0.004171,0.0
2013-01-30,BIL,BIL,0.0,0.0,1.0,0.0,0.0,0.0,2.8071,-0.2109,-0.003053,-0.005711,0.0
2013-01-31,BIL,BIL,0.0,0.0,1.0,0.000218,0.0,0.000218,2.8077,-0.2108,0.001697,0.001566,0.000218
2013-02-01,BIL,XLK,0.0,0.0,1.0,-0.000218,0.0,-0.000218,2.8071,-0.2109,0.011228,0.036146,-0.000218
2013-02-04,XLK,XLK,0.0,1.0,0.0,-0.013121,0.001,-0.014121,2.7674,-0.2221,-0.013121,-0.041342,0.0
2013-02-05,XLK,XLK,0.0,1.0,0.0,0.01159,0.0,0.01159,2.7995,-0.2131,0.01159,0.038139,0.000218
2013-02-06,XLK,XLK,0.0,1.0,0.0,-0.000336,0.0,-0.000336,2.7986,-0.2133,-0.000336,-0.003623,0.0
2013-02-07,XLK,XLK,0.0,1.0,0.0,0.0,0.0,0.0,2.7986,-0.2133,0.0,0.000423,0.0
2013-02-08,XLK,XLK,0.0,1.0,0.0,0.00876,0.0,0.00876,2.8231,-0.2064,0.00876,0.025106,0.0
2013-02-11,XLK,XLK,0.0,1.0,0.0,0.002005,0.0,0.002005,2.8287,-0.2048,0.002005,0.003216,0.0
2013-02-12,XLK,XLK,0.0,1.0,0.0,-0.003329,0.0,-0.003329,2.8193,-0.2075,-0.003329,-0.008055,0.0
2013-02-13,XLK,XLK,0.0,1.0,0.0,-0.000333,0.0,-0.000333,2.8184,-0.2078,-0.000333,-0.000912,-0.000218
2013-02-14,XLK,XLK,0.0,1.0,0.0,-0.002611,0.0,-0.002611,2.811,-0.2098,-0.002611,-0.006967,0.000218
2013-02-15,XLK,XLK,0.0,1.0,0.0,-0.00074,0.0,-0.00074,2.809,-0.2104,-0.00074,-0.002673,-0.000218
2013-02-19,XLK,TECL,0.0,1.0,0.0,0.006546,0.0,0.006546,2.8273,-0.2052,0.006546,0.019178,0.0
2013-02-20,TECL,TECL,0.75,0.0,0.25,-0.030882,0.001,-0.031882,2.7372,-0.2306,-0.013512,-0.041249,0.000218
2013-02-21,TECL,TECL,0.75,0.0,0.25,-0.017731,0.0,-0.017731,2.6887,-0.2442,-0.008116,-0.023569,-0.000218
2013-02-22,TECL,TECL,0.75,0.0,0.25,0.027308,0.0,0.027308,2.7621,-0.2236,0.012273,0.036338,0.000218
2013-02-25,TECL,TECL,0.75,0.0,0.25,-0.032196,0.0,-0.032196,2.6732,-0.2486,-0.014145,-0.042856,-0.000218
2013-02-26,TECL,TECL,0.75,0.0,0.25,0.013804,0.0,0.013804,2.7101,-0.2382,0.005874,0.018405,0.0
2013-02-27,TECL,TECL,0.75,0.0,0.25,0.019344,0.0,0.019344,2.7625,-0.2235,0.008425,0.025719,0.000218
2013-02-28,TECL,TECL,0.75,0.0,0.25,-0.005337,0.0,-0.005337,2.7477,-0.2276,-0.002021,-0.007116,0.0
2013-03-01,TECL,TECL,0.75,0.0,0.25,0.003135,0.0,0.003135,2.7564,-0.2252,0.001689,0.004181,0.0
2013-03-04,TECL,TECL,0.75,0.0,0.25,0.00619,0.0,0.00619,2.7734,-0.2204,0.003036,0.008326,-0.000218
2013-03-05,TECL,TECL,0.75,0.0,0.25,0.032221,0.0,0.032221,2.8628,-0.1953,0.013773,0.042888,0.000218
2013-03-06,TECL,TECL,0.75,0.0,0.25,-0.001872,0.0,-0.001872,2.8574,-0.1968,-0.000668,-0.002424,-0.000218
2013-03-07,TECL,TECL,0.75,0.0,0.25,0.007101,0.0,0.007101,2.8777,-0.1911,0.00232,0.009395,0.000218
2013-03-08,TECL,TECL,0.75,0.0,0.25,0.002473,0.0,0.002473,2.8848,-0.1891,0.001985,0.00337,-0.000218
2013-03-11,TECL,TECL,0.75,0.0,0.25,0.005992,0.0,0.005992,2.9021,-0.1842,0.002317,0.007917,0.000218
2013-03-12,TECL,TECL,0.75,0.0,0.25,-0.00898,0.0,-0.00898,2.876,-0.1916,-0.003624,-0.011901,-0.000218
2013-03-13,TECL,TECL,0.75,0.0,0.25,-0.001873,0.0,-0.001873,2.8707,-0.1931,-0.000666,-0.002569,0.000218
2013-03-14,TECL,TECL,0.75,0.0,0.25,0.015819,0.0,0.015819,2.9161,-0.1803,0.007115,0.021092,0.0
2013-03-15,TECL,TECL,0.75,0.0,0.25,-0.007569,0.0,-0.007569,2.894,-0.1865,-0.003988,-0.010091,0.0
2013-03-18,TECL,TECL,0.75,0.0,0.25,-0.000413,0.0,-0.000413,2.8928,-0.1868,0.000328,-0.000478,-0.000218
2013-03-19,TECL,TECL,0.75,0.0,0.25,-0.003287,0.0,-0.003287,2.8833,-0.1895,-0.001321,-0.004382,0.0
2013-03-20,TECL,TECL,0.75,0.0,0.25,0.010804,0.0,0.010804,2.9145,-0.1808,0.004971,0.014406,0.0
2013-03-21,TECL,TECL,0.75,0.0,0.25,-0.023669,0.0,-0.023669,2.8455,-0.2001,-0.01138,-0.031558,0.0
2013-03-22,TECL,TECL,0.75,0.0,0.25,0.013374,0.0,0.013374,2.8835,-0.1895,0.006571,0.01776,0.000218
2013-03-25,TECL,TECL,0.75,0.0,0.25,-0.004977,0.0,-0.004977,2.8692,-0.1935,-0.002387,-0.006564,-0.000218
2013-03-26,TECL,TECL,0.75,0.0,0.25,0.013772,0.0,0.013772,2.9087,-0.1824,0.006316,0.01829,0.000218
2013-03-27,TECL,TECL,0.75,0.0,0.25,-0.006939,0.0,-0.006939,2.8885,-0.1881,-0.002643,-0.009179,-0.000218
2013-03-28,TECL,TECL,0.75,0.0,0.25,0.005924,0.0,0.005924,2.9056,-0.1832,0.001986,0.007826,0.000218
2013-04-01,TECL,TECL,0.75,0.0,0.25,-0.016398,0.0,-0.016398,2.858,-0.1966,-0.006609,-0.021791,-0.000218
2013-04-02,TECL,TECL,0.75,0.0,0.25,0.011112,0.0,0.011112,2.8897,-0.1877,0.00399,0.014743,0.000218
2013-04-03,TECL,TECL,0.75,0.0,0.25,-0.017896,0.0,-0.017896,2.838,-0.2022,-0.007948,-0.023789,-0.000218
2013-04-04,TECL,TECL,0.75,0.0,0.25,0.000184,0.0,0.000184,2.8385,-0.2021,0.000339,0.000245,0.0
2013-04-05,TECL,TECL,0.75,0.0,0.25,-0.017911,0.0,-0.017911,2.7877,-0.2164,-0.007678,-0.023954,0.000218
2013-04-08,TECL,TECL,0.75,0.0,0.25,0.008292,0.0,0.008292,2.8108,-0.2099,0.004369,0.011056,0.0
2013-04-09,TECL,TECL,0.75,0.0,0.25,0.01603,0.0,0.01603,2.8559,-0.1972,0.007031,0.021374,0.0
2013-04-10,TECL,TECL,0.75,0.0,0.25,0.038872,0.0,0.038872,2.9669,-0.166,0.017625,0.051829,0.0
2013-04-11,TECL,TECL,0.75,0.0,0.25,-0.004681,0.0,-0.004681,2.953,-0.1699,-0.003265,-0.006169,-0.000218
2013-04-12,TECL,TECL,0.75,0.0,0.25,-0.010944,0.0,-0.010944,2.9207,-0.179,-0.004429,-0.014665,0.000218
2013-04-15,TECL,TECL,0.75,0.0,0.25,-0.035259,0.0,-0.035259,2.8177,-0.208,-0.016302,-0.047012,0.0
2013-04-16,TECL,TECL,0.75,0.0,0.25,0.02702,0.0,0.02702,2.8938,-0.1866,0.01239,0.036027,0.0
2013-04-17,TECL,TECL,0.75,0.0,0.25,-0.04606,0.0,-0.04606,2.7605,-0.224,-0.020501,-0.061413,0.0
2013-04-18,TECL,TECL,0.75,0.0,0.25,-0.025101,0.0,-0.025101,2.6912,-0.2435,-0.010469,-0.033396,-0.000218
2013-04-19,TECL,TECL,0.75,0.0,0.25,0.003351,0.0,0.003351,2.7003,-0.241,0.00137,0.004396,0.000218
2013-04-22,TECL,TECL,0.75,0.0,0.25,0.01628,0.0,0.01628,2.7442,-0.2286,0.007661,0.021707,0.0
2013-04-23,TECL,TECL,0.75,0.0,0.25,0.027885,0.0,0.027885,2.8208,-0.2071,0.010988,0.03718,0.0
2013-04-24,TECL,TECL,0.75,0.0,0.25,0.000372,0.0,0.000372,2.8218,-0.2068,0.001675,0.000496,0.0
2013-04-25,TECL,TECL,0.75,0.0,0.25,0.008676,0.0,0.008676,2.8463,-0.1999,0.003344,0.01164,-0.000218
2013-04-26,TECL,TECL,0.75,0.0,0.25,-0.000673,0.0,-0.000673,2.8444,-0.2005,-0.000338,-0.000898,0.0
2013-04-29,TECL,TECL,0.75,0.0,0.25,0.031732,0.0,0.031732,2.9346,-0.1751,0.014317,0.04231,0.0
2013-04-30,TECL,TECL,0.75,0.0,0.25,0.022804,0.0,0.022804,3.0015,-0.1563,0.010828,0.030405,0.0
2013-05-01,TECL,TECL,0.75,0.0,0.25,-0.016427,0.0,-0.016427,2.9522,-0.1701,-0.008765,-0.021903,0.0
2013-05-02,TECL,TECL,0.75,0.0,0.25,0.026413,0.0,0.026413,3.0302,-0.1482,0.012772,0.035145,0.000218
2013-05-03,TECL,TECL,0.75,0.0,0.25,0.020902,0.0,0.020902,3.0936,-0.1304,0.00938,0.027943,-0.000218
2013-05-06,TECL,TECL,0.75,0.0,0.25,0.010577,0.0,0.010577,3.1263,-0.1212,0.004805,0.014103,0.0
2013-05-07,TECL,TECL,0.75,0.0,0.25,-0.001837,0.0,-0.001837,3.1205,-0.1228,-0.000633,-0.00245,0.0
2013-05-08,TECL,TECL,0.75,0.0,0.25,0.017065,0.0,0.017065,3.1738,-0.1079,0.007973,0.022681,0.000218
2013-05-09,TECL,TECL,0.75,0.0,0.25,-0.006039,0.0,-0.006039,3.1546,-0.1132,-0.002848,-0.008052,0.0
2013-05-10,TECL,TECL,0.75,0.0,0.25,0.009078,0.0,0.009078,3.1833,-0.1052,0.002857,0.012176,-0.000218
2013-05-13,TECL,TECL,0.75,0.0,0.25,-0.00633,0.0,-0.00633,3.1631,-0.1109,-0.002534,-0.008512,0.000218
2013-05-14,TECL,TECL,0.75,0.0,0.25,0.006863,0.0,0.006863,3.1848,-0.1048,0.003178,0.009224,-0.000218
2013-05-15,TECL,TECL,0.75,0.0,0.25,0.005747,0.0,0.005747,3.2031,-0.0996,0.00316,0.007663,0.0
2013-05-16,TECL,TECL,0.75,0.0,0.25,0.011983,0.0,0.011983,3.2415,-0.0888,0.005363,0.015977,0.0
2013-05-17,TECL,TECL,0.75,0.0,0.25,0.023334,0.0,0.023334,3.3171,-0.0676,0.010038,0.03104,0.000218
2013-05-20,TECL,TECL,0.75,0.0,0.25,-0.000854,0.0,-0.000854,3.3143,-0.0684,0.0,-0.001066,-0.000218
2013-05-21,TECL,TECL,0.75,0.0,0.25,-0.005596,0.0,-0.005596,3.2958,-0.0736,-0.003103,-0.007534,0.000218
2013-05-22,TECL,TECL,0.75,0.0,0.25,-0.024286,0.0,-0.024286,3.2157,-0.0961,-0.010904,-0.032382,0.0
2013-05-23,TECL,TECL,0.75,0.0,0.25,-0.000208,0.0,-0.000208,3.2151,-0.0963,-0.00032,-0.000278,0.0
2013-05-24,TECL,TECL,0.75,0.0,0.25,-0.00474,0.0,-0.00474,3.1998,-0.1005,-0.00157,-0.00632,0.0
2013-05-28,TECL,TECL,0.75,0.0,0.25,0.01174,0.0,0.01174,3.2374,-0.09,0.004732,0.015725,-0.000218
2013-05-29,TECL,TECL,0.75,0.0,0.25,-0.006912,0.0,-0.006912,3.215,-0.0963,-0.002515,-0.009289,0.000218
2013-05-30,TECL,TECL,0.75,0.0,0.25,0.011822,0.0,0.011822,3.253,-0.0856,0.006298,0.015836,-0.000218
