kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max_v,v_xlk,v_tecl,use_credit,rsi_n,rsi_max,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,tecl_w,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_TECL,pct_XLK,signal
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,,,0.8,1.0,0.26483666891770286,-0.4035314125159206,0.9529836039107995,0.6562975290238506,0.1369989054316687,-0.49851848396621157,0.4611242124897136,0.2748120878923201,0.21846896177724484,-0.49851848396621123,0.7394253448406287,0.4382364321561491,11.514137073060393,0.3201999906927815,0.21352635150418459,0.6075548518434744,0.1789187966523411,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,,,0.85,1.0,0.2800702382214091,-0.4168477499915696,0.9570720107204961,0.6718765741858347,0.14010510518148656,-0.5187376289328975,0.4643051817077248,0.27008857149942783,0.2290750386098237,-0.5187376289328982,0.7433069621469741,0.44160096710365293,11.514137073060393,0.33836747911268994,0.21352635150418459,0.6075548518434744,0.1789187966523411,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,,,1.0,1.0,0.3245179010890038,-0.4655514577811035,0.9659457768379971,0.6970612929357168,0.145976684662243,-0.57559199826166,0.47144487904576365,0.25361138636934816,0.2586054872823538,-0.5755919982616599,0.7518475066371227,0.44928610554588294,11.514137073060393,0.39336609107253817,0.21352635150418459,0.6075548518434744,0.1789187966523411,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,30.0,,0.8,1.0,0.20162020352896137,-0.4325071145653274,0.8020607169959391,0.46616621262193814,0.12919291751696815,-0.4985184839662117,0.44429610434385014,0.2591537158042961,0.17693976614816553,-0.4985184839662118,0.6441143303877476,0.35493120483804974,13.110156073286586,0.30760551505472844,0.23953856593530876,0.592852295860665,0.16760913820402623,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,30.0,,0.85,1.0,0.21363924094380216,-0.4464015155035922,0.8085345097069757,0.47858090423997,0.1320703258656255,-0.5187376289328973,0.44753317547168747,0.2545994709065338,0.18560313614058055,-0.5187376289328974,0.6492889760130295,0.3577977108049543,13.110156073286586,0.32514699320458623,0.23953856593530876,0.592852295860665,0.16760913820402623,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,,-0.1,10,30.0,,1.0,1.0,0.2484073335727306,-0.4864360826545788,0.8234372283831176,0.5106679837916673,0.1374307305005802,-0.5755919982616609,0.45485128896997157,0.23876414355243514,0.20943450532870056,-0.5755919982616602,0.661134233892465,0.3638593065247809,13.110156073286586,0.37822544516398526,0.23953856593530876,0.592852295860665,0.16760913820402623,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,0.9,,10,,,0.8,1.0,0.2511782862148675,-0.3847730854110478,0.9355005441703336,0.6527958834400727,0.21238809958556581,-0.4237889074148383,0.6413221827295416,0.5011648390732026,0.23961579902587693,-0.4237889074148383,0.8072457092432135,0.565413097967951,11.5711377516399,0.3110190620793302,0.2601221443112418,0.5921737163537661,0.14770413933499207,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,0.9,,10,,,0.85,1.0,0.2647692090305438,-0.3985082080825132,0.9368377119947967,0.6644008922790418,0.2172086088403835,-0.43266190397756543,0.6373598680566053,0.5020285050371486,0.2500712739172237,-0.4326619039775642,0.8062909467960477,0.5779831124909746,11.5711377516399,0.32909862141019625,0.2601221443112418,0.5921737163537661,0.14770413933499207,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,0.9,,10,,,1.0,1.0,0.30422236261337643,-0.4493036091814103,0.9391734476763173,0.6770975269209198,0.22809835072703244,-0.4587682020572079,0.6271034891832016,0.497197385747735,0.2791728284123225,-0.45876820205720803,0.8031826583131769,0.6085269797698618,11.5711377516399,0.3837115135576579,0.2601221443112418,0.5921737163537661,0.14770413933499207,XLK
vote,100,0.0,60,0.96,60,0.0,20,0.7,0.45,0.7,False,14,,sym,3,0.9,,10,30.0,,0.8,1.0,0.19777944490798216,-0.41466004365825093,0.8074233634575997,0.47696769421793006,0.19032254623070965,-0.439994698160706,0.5960798784502099,0.4325564535807093,0.19796649054245008,-0.4399946981607067,0.7133727680883865,0.4499292636252254,13.110156073286586,0.298815334796339,0.2847771997285682,0.5776973535399231,0.1375254467315087,XLK
