kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max,abs_vol_max,vix_max,require_slope,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,sizing,target_vol,max_leverage,min_weight,tecl_w,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_TECL,pct_XLK
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,voltarget,0.5,1.0,0.0,1.0,1.0,0.27619224353863325,-0.3569006553803937,0.9310688680796166,0.773863088719354,0.35120496281928393,-0.35555449537272465,0.9400718128801699,0.9877669032172378,0.30777758815219913,-0.3569006553803937,0.9409984944577355,0.8623620705435859,12.255145894593984,0.3306005175480836,0.26939606423886,0.507577471160371,0.22302646460076905
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.9,,10,,,voltarget,0.6,1.0,0.0,1.0,1.0,0.2923481872068534,-0.3533158211619415,0.955931687784873,0.8274415401082656,0.3663858076076596,-0.4156328714978682,0.9277077097996678,0.8815130677399725,0.32363656029311083,-0.41563287149786776,0.9475667960993568,0.7786596837896426,12.198145216014476,0.3469152497845848,0.267134132549197,0.5098394028500339,0.22302646460076905
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.25,1.0,0.0,1.0,1.0,0.17364910772953435,-0.324136321587433,0.8032884890181325,0.5357286307165486,0.23444189726241715,-0.2336151333607075,0.9427718934476697,1.0035389997634834,0.19953560903463097,-0.324136321587433,0.8667326444650613,0.615591637670905,16.92920153811355,0.22481267940388805,0.3919927618185931,0.36326622935987335,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.3,1.0,0.0,1.0,1.0,0.19593122856453982,-0.3433385757533389,0.8126900808230383,0.5706647676703261,0.27057160883870446,-0.2513224740520532,0.9579089236029107,1.0765913787028232,0.22709681405940962,-0.3433385757533389,0.8784091095673683,0.6614369316384663,14.70617507351278,0.25648195886618985,0.3114679936665913,0.4437909975118751,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.35,1.0,0.0,1.0,1.0,0.2146632765801746,-0.3426105401668098,0.8250004134088347,0.6265518757118785,0.29945586014441505,-0.26446772814663566,0.9595089608089614,1.1322964137929903,0.24955799002115198,-0.3426105401668098,0.8867289928169063,0.7284013793027134,13.794164216240668,0.2826078596297251,0.2705270300836915,0.48473196109477495,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.4,1.0,0.0,1.0,1.0,0.2350520018343043,-0.3408359318135593,0.8533388643701633,0.6896338674846058,0.3185830517033408,-0.3014189190633344,0.9473095427399694,1.056944443611384,0.2695665256840316,-0.3408359318135593,0.8993163598807958,0.7908982021047218,12.882153358968559,0.30309762470028906,0.2542411219181181,0.5010178692603483,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.5,1.0,0.0,1.0,1.0,0.27049762900367,-0.3400520784999923,0.9135923243868382,0.7954594196185045,0.34445089937082884,-0.3556182885732395,0.9232856061944176,0.968597258461552,0.3016797247677352,-0.3556182885732402,0.9238179221331375,0.8483245503995044,12.369147251752997,0.33228922347271506,0.24722913368016286,0.5080298574983035,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,voltarget,0.6,1.0,0.0,1.0,1.0,0.2866040233312268,-0.336373325114249,0.9389092809755126,0.8520414727710109,0.35950299726809143,-0.4156328714978681,0.9124306689480767,0.8649532361877577,0.31746004780634984,-0.415632871497868,0.9313573707170912,0.7637991833087684,12.31214657317349,0.34852600264653655,0.2449672019904999,0.5102917891879665,0.2447410088215336
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.25,1.0,0.0,1.0,1.0,0.1802283628453163,-0.3279418145874945,0.8217503995805435,0.5495742074612189,0.20672379068566205,-0.2465864605736252,0.8191819920066233,0.8383420168518901,0.19356345949257014,-0.3279418145874945,0.832828635383111,0.5902372033162232,15.78918796652341,0.22915468222114097,0.3657543542185026,0.3634924225288396,0.27075322325265777
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.3,1.0,0.0,1.0,1.0,0.2031262274827803,-0.3517716083305138,0.830094745810483,0.577437810989934,0.23854943341775559,-0.30395976423358484,0.8384185369151606,0.7848059562068774,0.22001414784261342,-0.3517716083305138,0.8443986770844067,0.6254460071032648,13.566161501922641,0.26149814207319916,0.2850033928975345,0.44401719068084144,0.27097941642162404
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.35,1.0,0.0,1.0,1.0,0.2218000461630003,-0.3507665862184567,0.8400870189798716,0.6323294603234064,0.2632211525662247,-0.35376301925978115,0.8432776877292445,0.7440606797086717,0.2409580727672307,-0.3537630192597807,0.8512516125041427,0.6811284946386288,12.540149287491516,0.2881308322015638,0.2433838498077358,0.48563673377064015,0.27097941642162404
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.4,1.0,0.0,1.0,1.0,0.2418436802676891,-0.3429274327081204,0.8656160866469548,0.7052328195438717,0.27944512399964383,-0.39155352835029544,0.8361584513173996,0.713683069533328,0.2596615959404356,-0.3915535283502952,0.8626309556094366,0.6631573390091756,11.628138430219407,0.3090233908875783,0.2270979416421624,0.5019226419362135,0.27097941642162404
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.5,1.0,0.0,1.0,1.0,0.2769874814787421,-0.3408487863148262,0.9220128874487649,0.8126403631166274,0.30289137037329383,-0.4428782397444846,0.8250824781685919,0.6839156752159348,0.29059752682722073,-0.4428782397444836,0.8876332623126233,0.6561567057231792,11.058131644424337,0.3386215805098636,0.2196335670662746,0.5093870165121014,0.27097941642162404
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,voltarget,0.6,1.0,0.0,1.0,1.0,0.29545500836133276,-0.3370469036644689,0.9518069865078025,0.8765990879876441,0.31603317976934786,-0.4739007807624832,0.8199826838352228,0.6668762589098628,0.30714779359900657,-0.4739007807624832,0.8989693856940006,0.6481267937664521,11.001130965844832,0.3548291784840023,0.21737163537661164,0.5116489482017643,0.27097941642162404
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,voltarget,0.25,1.0,0.0,1.0,1.0,0.17132168142123905,-0.3517149092452624,0.7981544085756305,0.4871038358563606,0.23776374509604303,-0.2082387535255984,0.9507647554072911,1.1417843272232955,0.19925010378806896,-0.3517149092452624,0.8669221795372305,0.566510257457199,13.281158109025107,0.22440694189548163,0.4256955439945714,0.36914725175299706,0.20515720425243159
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,voltarget,0.3,1.0,0.0,1.0,1.0,0.18877786193834467,-0.38881946956782787,0.791189097730987,0.48551545566422105,0.2748584342655591,-0.23495318356866757,0.962063731305784,1.1698434134442313,0.22403676373908654,-0.38881946956782787,0.8671131137471103,0.5761973904961678,11.001130965844832,0.257177131148321,0.3472065143632662,0.44763628138430217,0.20515720425243159
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,voltarget,0.35,1.0,0.0,1.0,1.0,0.20413963692424497,-0.3988299833263804,0.7941832528217404,0.5118462639685452,0.30699180416313454,-0.25790345129687753,0.9662845457375117,1.190336161146407,0.2454586791007365,-0.3988299833263804,0.8708633272001525,0.615446905605055,10.260122144311241,0.2847005470519232,0.30536077810450124,0.4894820176430672,0.20515720425243159
