kind,trend_n,trend_buffer,prox_n,prox_thr,mom_n,mom_thr,vol_n,vol_max,abs_vol_max,vix_max,require_slope,confirm_style,confirm_up,cb_vol_pct,cb_drop,cb_drop_n,cb_vix,crash_mom_thr,sizing,target_vol,max_leverage,min_weight,tecl_w,xlk_w,IS_CAGR,IS_maxDD,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_maxDD,OOS_Sharpe,OOS_Calmar,ALL_CAGR,ALL_maxDD,ALL_Sharpe,ALL_Calmar,trades_per_yr,vol,pct_BIL,pct_XLK,pct_TECL
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,0.4,1.0,0.13537644788869851,-0.24083462375302522,0.8850530374179285,0.5621137267518744,0.20812183411975504,-0.2583571665704105,0.9124030797192274,0.8055585872940562,0.16352318361121476,-0.25835716657041075,0.8961168799873506,0.6329345757345166,11.286134358742366,0.17145916938760378,0.7552589911784664,0.2447410088215336,
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,0.5,1.0,0.16423179686532818,-0.2566707821545713,0.9165524262751865,0.6398538839782127,0.2344114151910277,-0.273150736671009,0.9099972414055781,0.8581760314758364,0.19186968082837796,-0.2731507366710111,0.9139884194833876,0.7024314968605416,12.31214657317349,0.2003820311810896,0.2449672019904999,0.2447410088215336,0.5102917891879665
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,0.6,1.0,0.19261801897199815,-0.2723955716573563,0.9340096710273605,0.7071261026750114,0.2593110620024568,-0.2879815104760768,0.9015251916227773,0.9004434401839777,0.2194246387652301,-0.28798151047607645,0.9210830190787714,0.7619400231719335,12.31214657317349,0.2308643802725226,0.2449672019904999,0.2447410088215336,0.5102917891879665
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,0.7,1.0,0.22046294232675723,-0.28800336939117677,0.9440019654382037,0.7654873718762517,0.2827040311966713,-0.3089671644959999,0.8911288895404387,0.9149970083643998,0.24609648300635834,-0.30896716449600015,0.9229306006213965,0.7965133881064707,12.31214657317349,0.2623632172049986,0.2449672019904999,0.2447410088215336,0.5102917891879665
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,0.85,1.0,0.26105609466671265,-0.31121468847378486,0.9517872186893228,0.8388296064910917,0.3147214435349266,-0.3773452075290148,0.8754964530782596,0.8340411836573466,0.28424885360520147,-0.37734520752901524,0.9213407205858315,0.7532859777564412,12.31214657317349,0.31083942598581416,0.2449672019904999,0.2447410088215336,0.5102917891879665
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,0.95,,10,,,fixed,,1.0,0.0,1.0,1.0,0.3000206985268554,-0.33637332511424844,0.9552650639965755,0.8919277366151257,0.3427297419621036,-0.4396463434897748,0.8614277052175956,0.7795578128584497,0.3199041162718519,-0.43964634348977516,0.9177677115174147,0.7276396608522957,12.31214657317349,0.3602594853211903,0.2449672019904999,0.2447410088215336,0.5102917891879665
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,0.4,1.0,0.14517593498084969,-0.240834623753026,0.923589835823128,0.6028034205319517,0.17384418450290307,-0.24344316566177093,0.7254142099650163,0.7141058325885986,0.15727892156232492,-0.24344316566177227,0.8296217057335716,0.6460601230467089,10.146120787152228,0.18065495091747794,0.729020583578376,0.27097941642162404,
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,0.5,1.0,0.17441732678547783,-0.25667078215457184,0.9496248449520788,0.679537130488193,0.19848973388790658,-0.2785925577188394,0.7503946957890607,0.7124732100281946,0.18522786501182997,-0.2785925577188396,0.858991716119768,0.6648701118526114,11.001130965844832,0.20867062331586272,0.21737163537661164,0.27097941642162404,0.5116489482017643
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,0.6,1.0,0.2031611331720926,-0.2723955716573553,0.9627379320772599,0.7458312627330365,0.2217449203299935,-0.3225239008361379,0.7635507285692488,0.6875301946774284,0.21235699444466127,-0.32252390083613736,0.8747571069618858,0.6584225041745112,11.001130965844832,0.2384848682180923,0.21737163537661164,0.27097941642162404,0.5116489482017643
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,0.7,1.0,0.23133186427267627,-0.28800336939117654,0.96921668795004,0.8032262426710467,0.24349936590624655,-0.3645528904414964,0.769997608462606,0.6679397483623118,0.2385741816980831,-0.3645528904414954,0.8830583659563157,0.654429543568165,11.001130965844832,0.2695014309663437,0.21737163537661164,0.27097941642162404,0.5116489482017643
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,0.85,1.0,0.27234690512920756,-0.31121468847378486,0.972865254419351,0.8751094187257447,0.27308468351017123,-0.42409667943329643,0.7730843695589821,0.6439208245513345,0.2759896592456712,-0.42409667943329665,0.8882893362670405,0.6507706205445067,11.001130965844832,0.317507051354605,0.21737163537661164,0.27097941642162404,0.5116489482017643
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,3,,,10,,,fixed,,1.0,0.0,1.0,1.0,0.3116433907506553,-0.33704690366446743,0.9731756899932829,0.9246291461585372,0.2987125002580897,-0.4795440410028061,0.7723935682283575,0.6229094196091611,0.31084156824443676,-0.479544041002806,0.8893332053686015,0.6482023373586617,11.001130965844832,0.3666678355190708,0.21737163537661164,0.27097941642162404,0.5116489482017643
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,fixed,,1.0,0.0,0.4,1.0,0.14299009904487114,-0.21141702032247445,0.9493043969917065,0.6763414734857596,0.21900045864513618,-0.22675018750875475,0.9722909211654795,0.9658226132081176,0.17232490670491174,-0.22675018750875497,0.9576447108789359,0.7599769093829665,7.410088215335897,0.167665079489266,0.7948427957475684,0.20515720425243159,
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,fixed,,1.0,0.0,0.5,1.0,0.16974519355001338,-0.23319004140524568,0.9554684777025155,0.7279264265622062,0.2522231794392311,-0.2556350287545722,0.9731637077430749,0.9866534358301235,0.20182085404593209,-0.25563502875457156,0.9622594020476172,0.7894882599977915,8.778104501244062,0.19862814051316638,0.27957475684234334,0.20515720425243159,0.5152680389052251
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,fixed,,1.0,0.0,0.6,1.0,0.19590215853555382,-0.2546092114951499,0.9548012203604331,0.7694229025931593,0.28416768803510206,-0.2844367839775418,0.9679461859856093,0.9990539340985483,0.23048583648130427,-0.2844367839775417,0.960133006003338,0.8103235919708007,8.778104501244062,0.23090372712072732,0.27957475684234334,0.20515720425243159,0.5152680389052251
v2vol,100,0.0,60,0.96,20,0.0,20,0.7,,,False,sym,5,0.9,,10,,,fixed,,1.0,0.0,0.7,1.0,0.2213905070893578,-0.2756721701300291,0.9514965568813705,0.8030934242833881,0.3146829684721586,-0.3141741113008044,0.960746096014837,1.0016196661438694,0.2582209788807601,-0.31417411130080286,0.9555051753140538,0.8219040639969505,8.778104501244062,0.2640109048197012,0.27957475684234334,0.20515720425243159,0.5152680389052251
